;nKEAOperatingState;nInterruptedStep;tDurationSprayCleaning;tDurationDripping;tDurationSuction;tDurationBlowing;fInterruptionCountdown;p_heat;p_int;p_clean;p_dry;durationDrying;temp_tank;tankTemperatureMin;tankTemperatureMax;c_pfluid;V_tank;rho_fluid;n_wp;m_wp;t_environment;durationCleaning;durationStart;n_start
55;3;2;600.0;10.0;10.0;10.0;342.2950134277344;10000.0;200.0;3430.0;9350.0;9.0;60.90666580200195;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.15999984741211;63.0;34;2
56;3;2;600.0;10.0;10.0;10.0;332.70001220703125;10000.0;200.0;3430.0;9350.0;9.0;60.93000030517578;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;33;2
57;3;2;600.0;10.0;10.0;10.0;322.7049865722656;10000.0;200.0;3430.0;9350.0;9.0;60.99666976928711;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.15999984741211;63.0;32;2
58;3;2;600.0;10.0;10.0;10.0;312.7099914550781;10000.0;200.0;3430.0;9350.0;9.0;61.349998474121094;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;31;2
59;3;2;600.0;10.0;10.0;10.0;302.7200012207031;10000.0;200.0;3430.0;9350.0;9.0;61.21333312988281;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.15999984741211;63.0;30;2
60;3;2;600.0;10.0;10.0;10.0;292.7149963378906;10000.0;200.0;3430.0;9350.0;9.0;61.900001525878906;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;29;2
61;3;2;600.0;10.0;10.0;10.0;282.7200012207031;10000.0;200.0;3430.0;9350.0;9.0;61.5;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;28;2
62;3;2;600.0;10.0;10.0;10.0;272.7099914550781;10000.0;200.0;3430.0;9350.0;9.0;61.51000213623047;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.189998626708984;63.0;27;2
63;3;2;600.0;10.0;10.0;10.0;262.7200012207031;10000.0;200.0;3430.0;9350.0;9.0;61.48999786376953;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.15999984741211;63.0;26;2
64;3;2;600.0;10.0;10.0;10.0;252.72500610351562;10000.0;200.0;3430.0;9350.0;9.0;61.51000213623047;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;25;2
65;3;2;600.0;10.0;10.0;10.0;242.71499633789062;10000.0;200.0;3430.0;9350.0;9.0;61.586666107177734;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;24;2
66;3;2;600.0;10.0;10.0;10.0;232.72000122070312;10000.0;200.0;3430.0;9350.0;9.0;61.55999755859375;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.189998626708984;63.0;23;2
67;3;2;600.0;10.0;10.0;10.0;222.72500610351562;10000.0;200.0;3430.0;9350.0;9.0;61.56999969482422;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;22;2
68;3;2;600.0;10.0;10.0;10.0;212.72500610351562;10000.0;200.0;3430.0;9350.0;9.0;61.68000030517578;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;21;2
69;3;2;600.0;10.0;10.0;10.0;202.72500610351562;10000.0;200.0;3430.0;9350.0;9.0;61.709999084472656;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.15999984741211;63.0;20;2
70;3;2;600.0;10.0;10.0;10.0;192.72500610351562;10000.0;200.0;3430.0;9350.0;9.0;61.779998779296875;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;19;2
71;3;2;600.0;10.0;10.0;10.0;182.72500610351562;10000.0;200.0;3430.0;9350.0;9.0;61.66666793823242;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;18;2
72;3;2;600.0;10.0;10.0;10.0;172.71499633789062;10000.0;200.0;3430.0;9350.0;9.0;61.6966667175293;55.0;65.0;4190.0;0.3199999928474426;1000.0;42;0.2619999945163727;20.170000076293945;63.0;17;2
